bill_type_bill_name_bill_ID	missing_votes	 Arlen Specter (PA)	 Barack H. Obama (IL)	 Barbara A. Mikulski (MD)	 Barbara Boxer (CA)	 Bill Nelson (FL)	 Blanche L. Lincoln (AR)	 Byron L. Dorgan (ND)	 C. Saxby Chambliss (GA)	 Carl Levin (MI)	 Charles E. 'Chuck' Grassley (IA)	 Charles E. 'Chuck' Schumer (NY)	 Charles T. 'Chuck' Hagel (NE)	 Christopher J. Dodd (CT)	 Christopher S. 'Kit' Bond (MO)	 Conrad R. Burns (MT)	 Craig Thomas (WY)	 Daniel K. Inouye (HI)	 Daniel Kahikina Akaka (HI)	 David B. Vitter (LA)	 Debbie Ann Stabenow (MI)	 Dianne Feinstein (CA)	 E. Benjamin 'Ben' Nelson (NE)	 Edward M. 'Ted' Kennedy (MA)	 Elizabeth H. Dole (NC)	 Evan Bayh (IN)	 Frank R. Lautenberg (NJ)	 George Felix Allen (VA)	 George V. Voinovich (OH)	 Gordon Harold Smith (OR)	 Harry M. Reid (NV)	 Herbert H. 'Herb' Kohl (WI)	 Hillary Rodham Clinton (NY)	 James M. 'Jim' Inhofe (OK)	 James M. 'Jim' Talent (MO)	 James Merrill 'Jim' Jeffords (VT)	 Jeff Bingaman (NM)	 Jefferson B. 'Jeff' Sessions III (AL)	 Jim Bunning (KY)	 Jim W. DeMint (SC)	 John Cornyn (TX)	 John D. 'Jay' Rockefeller IV (WV)	 John E. Sununu (NH)	 John Eric Ensign (NV)	 John F. 'Jack' Reed (RI)	 John Forbes Kerry (MA)	 John H. 'Johnny' Isakson (GA)	 John R. Thune (SD)	 John S. McCain (AZ)	 John W. Warner (VA)	 Jon Kyl (AZ)	 Joseph I. Lieberman (CT)	 Joseph R. Biden Jr. (DE)	 Judd A. Gregg (NH)	 Kay Bailey Hutchison (TX)	 Ken Salazar (CO)	 Kent Conrad (ND)	 Lamar Alexander (TN)	 Larry E. Craig (ID)	 Lincoln D. Chafee (RI)	 Lindsey O. Graham (SC)	 Lisa A. Murkowski (AK)	 Maria Cantwell (WA)	 Mark Dayton (MN)	 Mark Pryor (AR)	 Mary L. Landrieu (LA)	 Max S. Baucus (MT)	 Mel Martinez (FL)	 Michael B. Enzi (WY)	 Michael D. 'Mike' Crapo (ID)	 Michael 'Mike' DeWine (OH)	 Mitch McConnell (KY)	 Norm Coleman (MN)	 Olympia J. Snowe (ME)	 Orrin G. Hatch (UT)	 Pat Roberts (KS)	 Patrick J. Leahy (VT)	 Patty Murray (WA)	 Paul S. Sarbanes (MD)	 Pete V. Domenici (NM)	 Richard C. Shelby (AL)	 Richard G. Lugar (IN)	 Richard J. 'Dick' Durbin (IL)	 Richard J. 'Rick' Santorum (PA)	 Richard M. Burr (NC)	 Robert C. Byrd (WV)	 Robert F. Bennett (UT)	 Robert Menendez (NJ)	 Ron Wyden (OR)	 Russell D. Feingold (WI)	 Samuel D. 'Sam' Brownback (KS)	 Susan M. Collins (ME)	 Ted Stevens (AK)	 Thad Cochran (MS)	 Thomas Allen 'Tom' Coburn (OK)	 Thomas Richard Carper (DE)	 Thomas 'Tom' Harkin (IA)	 Tim P. Johnson (SD)	 Trent Lott (MS)	 Wayne A. Allard (CO)	 William H. 'Bill' Frist (TN)
"Budget, Spending and Taxes_Congressional Budget resolution FY 2001_2724"	29	-1	0	-1	-1	0	-1	-1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	-1	-1	0	1	1	-1	-1	0	1	0	-1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	-1	1	1	-1	-1	1	1	0	-1	0	1	-1	0	0	0	0	0	-1	-1	0	1	1	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
"Budget, Spending and Taxes_Death/Estate Tax Elimination Act of 2000_2814"	29	-1	0	-1	-1	0	1	-1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	0	1	0	-1	0	-1	-1	0	-1	1	-1	-1	0	1	0	-1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	1	1	1	-1	-1	1	1	0	-1	0	1	-1	0	0	0	0	0	1	-1	0	1	1	1	1	0	1	1	1	-1	1	-1	1	1	1	-1	1	0	-1	1	0	1	-1	1	1	1	1	0	0	-1	-1	1	1	1
Civil Liberties_Flag Desecration amendment_2692	29	1	0	-1	-1	0	1	-1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	0	1	0	-1	0	1	-1	0	1	1	1	-1	0	1	0	-1	-1	1	1	0	0	1	0	0	-1	-1	0	0	1	1	1	-1	-1	1	1	0	-1	0	1	-1	0	0	0	0	0	1	1	0	1	1	1	-1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	-1	0	-1	-1	1	1	1	1	0	0	-1	1	1	1	1
Environmental Issues_Arctic National Wildlife Refuge Drilling amendment_2704	29	1	0	-1	-1	0	-1	-1	0	-1	1	-1	1	-1	1	1	1	1	1	0	0	-1	0	-1	0	-1	-1	0	1	1	-1	-1	0	1	0	-1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	1	1	1	-1	-1	1	1	0	-1	0	1	-1	0	0	0	0	0	-1	-1	0	1	1	1	1	0	-1	1	1	-1	-1	-1	1	1	-1	-1	1	0	-1	1	0	-1	-1	1	-1	1	1	0	0	-1	-1	1	1	1
Foreign Aid and Policy Issues_Troop Withdrawal from Kosovo Amendment_2749	29	-1	0	1	1	0	1	1	0	1	-1	1	1	1	-1	-1	-1	-1	1	0	0	1	0	1	0	1	1	0	1	1	1	-1	0	-1	0	1	1	-1	-1	0	0	1	0	0	1	1	0	0	1	-1	-1	1	1	-1	-1	0	1	0	-1	1	0	0	0	0	0	1	1	0	-1	-1	1	-1	0	-1	1	-1	1	1	1	-1	-1	1	1	-1	0	-1	-1	0	1	-1	-1	-1	-1	1	0	0	1	1	-1	-1	1
Senior and Social Security Issues_Social Security Earnings Cap_2683	29	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1
Abortion Issues_Military Abortions Amendment_2783	30	-1	0	-1	-1	0	-1	-1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	-1	-1	0	1	1	1	-1	0	0	0	-1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	1	1	1	-1	-1	1	1	0	-1	0	1	-1	0	0	0	0	0	-1	-1	0	1	1	1	1	0	-1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	-1	1	1	0	0	-1	-1	1	1	1
Abortion Issues_Overseas Military Abortions Amendment_2275	30	-1	0	-1	-1	0	-1	-1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	-1	-1	0	1	1	1	-1	0	1	0	-1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	1	1	1	-1	-1	1	1	0	-1	0	1	0	0	0	0	0	0	-1	-1	0	1	1	1	1	0	-1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	-1	1	1	0	0	-1	-1	1	1	1
Appropriations_Emergency Supplemental Appropriations-Conference Report_2262	30	1	0	1	-1	0	1	-1	0	1	-1	1	-1	1	1	-1	-1	1	1	0	0	1	0	1	0	-1	1	0	1	1	1	-1	0	-1	0	-1	1	-1	1	0	0	1	0	0	1	-1	0	0	-1	1	1	1	1	-1	1	0	1	0	-1	0	0	0	0	0	0	1	1	0	-1	-1	1	1	0	1	1	1	1	1	1	1	1	1	1	-1	0	1	1	0	-1	-1	1	1	1	1	0	0	1	1	1	-1	1
Appropriations_Foreign Operations FY2000 Appropriations bill_2314	30	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	-1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1
Appropriations_Foreign Operations FY2000 Appropriations bill_2582	30	1	0	-1	-1	0	-1	-1	0	-1	1	-1	-1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	-1	-1	-1	0	1	0	1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	1	1	1	-1	-1	1	1	0	-1	0	1	0	0	0	0	0	0	-1	-1	0	1	1	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
Appropriations_FY 2000 Agriculture Appropriations bill_2598	30	-1	0	-1	1	0	1	1	0	1	1	-1	1	-1	1	1	1	1	1	0	0	1	0	1	0	1	-1	0	-1	1	1	1	0	1	0	-1	1	1	1	0	0	1	0	0	-1	1	0	0	-1	1	-1	-1	-1	-1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	-1	1	1	-1	1	-1	1	1	1	1	-1	0	1	1	0	1	-1	1	-1	1	1	0	0	1	1	1	1	1
"Budget, Spending and Taxes_Congressional Budget Resolution, FY 2000_2219"	30	1	0	-1	-1	0	-1	-1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	-1	-1	0	1	1	-1	-1	0	1	0	1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	1	1	1	-1	-1	1	1	0	-1	0	1	0	0	0	0	0	0	-1	-1	0	1	1	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
"Budget, Spending and Taxes_Death/Estate Tax Amendment_2813"	30	1	0	1	1	0	1	1	0	1	-1	1	-1	0	-1	-1	-1	1	1	0	0	1	0	1	0	1	1	0	-1	-1	1	1	0	-1	0	1	1	-1	-1	0	0	1	0	0	1	1	0	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	1	0	0	0	0	0	1	1	0	-1	-1	-1	-1	0	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	0	1	-1	0	1	1	-1	-1	-1	-1	0	0	1	1	-1	-1	-1
"Budget, Spending and Taxes_Economic Growth and Tax Relief Reconciliation Act, 2001_3006"	30	1	0	-1	0	-1	1	-1	0	-1	1	-1	1	-1	1	1	1	-1	0	0	-1	1	1	-1	0	-1	0	1	1	1	-1	1	-1	1	0	1	0	1	1	0	0	-1	0	1	-1	0	0	0	-1	1	1	-1	-1	1	1	0	-1	0	1	-1	0	0	-1	-1	0	1	1	0	0	1	1	1	0	1	1	1	0	0	-1	0	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	-1	0	1	1	1	1
"Budget, Spending and Taxes_Taxpayer Refund Act of 1999_2401"	30	-1	0	-1	-1	0	-1	-1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	1	-1	-1	0	1	0	1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	1	1	1	-1	-1	1	1	0	-1	0	1	0	0	0	0	0	0	1	-1	0	1	1	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
Crime Issues_Hate Crimes Amendment_2787	30	1	0	1	1	0	1	1	0	1	-1	1	-1	1	-1	1	-1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	0	0	1	1	-1	-1	0	0	1	0	0	1	1	0	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	1	0	0	0	0	0	1	1	0	-1	-1	1	-1	0	1	-1	-1	1	1	1	-1	-1	1	1	-1	0	-1	-1	0	1	1	-1	1	1	-1	0	0	1	1	-1	-1	-1
Defense_FY 2000 Defense Auth.--Base Closures_2273	30	-1	0	-1	-1	0	1	-1	0	1	1	-1	1	-1	1	-1	-1	-1	-1	0	0	-1	0	1	0	1	-1	0	1	1	1	1	0	-1	0	1	-1	-1	-1	0	0	1	0	0	1	1	0	0	1	-1	1	1	1	-1	-1	0	-1	0	-1	0	0	0	0	0	0	1	-1	0	-1	-1	1	-1	0	-1	-1	-1	1	-1	-1	-1	-1	1	-1	1	0	1	-1	0	1	1	-1	-1	-1	-1	0	0	1	-1	-1	-1	-1
Education_Education Flexibility Partnership Act of 1999_2220	30	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1
Executive Branch_Ronnie L. White for U.S. District Judge in Missouri_2566	30	-1	0	1	1	0	1	1	0	1	-1	1	-1	1	-1	-1	-1	1	1	0	0	1	0	1	0	1	1	0	-1	-1	1	1	0	-1	0	-1	1	-1	-1	0	0	1	0	0	1	1	0	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	0	0	0	0	0	0	1	1	0	-1	-1	-1	-1	0	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	0	1	-1	0	1	1	-1	-1	-1	-1	0	0	1	1	-1	-1	-1
Gun Issues_Gun Show Sale Regulation Amendment_2261	30	-1	0	1	1	0	1	1	0	1	-1	1	-1	1	-1	-1	-1	1	1	0	0	1	0	1	0	1	1	0	1	-1	1	1	0	-1	0	-1	1	-1	-1	0	0	1	0	0	1	1	0	0	-1	1	-1	1	1	-1	-1	0	1	0	-1	0	0	0	0	0	0	1	-1	0	-1	-1	1	-1	0	-1	-1	-1	1	1	1	-1	-1	1	1	-1	0	1	-1	0	1	1	-1	-1	-1	-1	0	0	1	1	-1	-1	-1
Health Issues_Patient Bill of Rights bill_2372	30	1	0	-1	-1	0	-1	-1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	-1	-1	0	1	1	-1	-1	0	1	0	1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	1	1	1	-1	-1	1	1	0	-1	0	1	0	0	0	0	0	0	-1	-1	0	1	1	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
Health Issues_Patient Lawsuit Amendment_2373	30	-1	0	-1	-1	0	-1	-1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	-1	-1	0	1	1	-1	-1	0	1	0	1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	1	1	1	-1	-1	1	1	0	-1	0	1	0	0	0	0	0	0	-1	-1	0	1	1	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
Health Issues_Patients' Bill of Rights Amendment_2297	30	-1	0	-1	-1	0	-1	-1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	-1	-1	0	1	1	-1	-1	0	1	0	1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	1	1	1	-1	-1	1	1	0	-1	0	1	0	0	0	0	0	0	-1	-1	0	1	1	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
Health Issues_Women's Health and Cancer Rights Amendment_2375	30	1	0	-1	-1	0	-1	-1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	-1	-1	0	1	1	-1	-1	0	1	0	1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	1	1	1	-1	-1	1	1	0	-1	0	1	0	0	0	0	0	0	-1	-1	0	1	1	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
Abortion Issues_Partial-Birth Abortion Ban Act of 1999_2619	31	1	0	-1	-1	0	1	1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	1	-1	0	1	1	1	-1	0	1	0	-1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	1	1	1	-1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	-1	0	1	1	1	1	0	-1	1	1	1	-1	-1	1	1	1	-1	1	0	1	1	0	-1	-1	1	-1	1	1	0	0	-1	1	1	1	1
Abortion Issues_Violent Protestors Amendment_2653	31	1	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	-1	1	1	1	0	1	0	1	1	-1	-1	0	0	1	0	0	1	1	0	0	0	1	-1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	-1	1	-1	1	0	1	1	-1	1	1	1	1	1	-1	1	1	0	1	1	0	1	1	-1	1	1	1	0	0	1	1	1	-1	1
Appropriations_Cuba Travel Ban Amendment_2317	31	-1	0	-1	-1	0	-1	-1	0	-1	1	-1	-1	-1	-1	1	1	-1	-1	0	0	-1	0	-1	0	1	-1	0	0	1	1	1	0	1	0	-1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	1	-1	1	1	-1	1	1	0	-1	0	1	0	0	0	0	0	0	-1	-1	0	-1	1	1	1	0	1	1	-1	-1	-1	-1	1	1	-1	-1	1	0	1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
Appropriations_Energy FY2000 Appropriations bill_2559	31	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	-1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	1	-1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1
Appropriations_Interior Department FY2000 Appropriations bill_2544	31	1	0	1	-1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	-1	0	-1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	-1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	-1	1	1	1	1	1	1	0	1	1	0	-1	-1	1	1	1	1	0	0	1	1	1	1	1
"Appropriations_Legislative Branch Appropriations Act, 2000_2346"	31	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	-1	0	1	0	0	0	0	0	0	1	-1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1
Appropriations_Military Construction FY2000 Appropriations bill_2354	31	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	-1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	-1	1	1	1	1	0	0	0	1	1	1	1
"Budget, Spending and Taxes_Congressional Budget Resolution, FY 2000_2214"	31	1	0	-1	-1	0	-1	-1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	-1	-1	0	1	1	-1	-1	0	1	0	1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	0	1	1	-1	-1	1	1	0	-1	0	1	0	0	0	0	0	0	-1	-1	0	1	1	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
"Budget, Spending and Taxes_Financial Freedom Act of 1999_2416"	31	-1	0	-1	-1	0	-1	-1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	1	-1	-1	0	1	0	1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	1	1	1	-1	-1	1	1	0	-1	0	1	0	0	0	0	0	0	-1	-1	0	1	0	1	1	0	-1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	-1	1	1	0	0	-1	-1	1	1	1
"Budget, Spending and Taxes_Financial Services Modernization Bill_2238"	31	1	0	-1	-1	0	-1	-1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	-1	-1	0	1	1	-1	-1	0	0	0	1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	1	1	1	-1	-1	1	1	0	-1	0	1	0	0	0	0	0	0	-1	-1	0	1	1	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
Campaign Finance and Election Issues_'527' Political Groups-Passage_2805	31	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	-1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	1	-1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1
Civil Liberties_Religious Memorials at Schools Amendment_2257	31	1	0	1	-1	0	1	1	0	-1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	-1	0	1	1	1	1	0	1	0	1	-1	1	1	0	0	1	0	0	-1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	-1	-1	1	1	1	1	-1	1	0	1	1	0	1	-1	0	1	1	1	0	0	-1	1	1	1	1
Crime Issues_Juvenile Crime bill_2264	31	1	0	1	1	0	1	1	0	1	-1	1	1	1	1	-1	-1	1	1	0	0	1	0	1	0	1	1	0	-1	1	1	1	0	-1	0	1	1	1	-1	0	0	1	0	0	1	1	0	0	0	1	1	1	1	-1	-1	0	1	0	-1	0	0	0	0	0	0	1	1	0	-1	-1	1	1	0	1	1	-1	1	1	1	1	-1	1	1	1	0	1	1	0	1	-1	-1	1	1	1	0	0	1	1	1	1	1
Defense_Comprehensive Nuclear Test-Ban Treaty_2599	31	1	0	1	1	0	1	1	0	1	-1	1	-1	1	-1	-1	-1	1	1	0	0	1	0	1	0	1	1	0	-1	1	1	1	0	-1	0	1	1	-1	-1	0	0	1	0	0	1	1	0	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	0	0	0	0	0	0	1	1	0	-1	-1	-1	-1	0	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	0	0	-1	0	1	1	-1	-1	-1	-1	0	0	1	1	-1	-1	-1
Defense_FY 2000 Defense Authorization-Conference Report_2549	31	1	0	1	-1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	-1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	-1	1	1	1	1	0	0	-1	1	1	1	1
Education_Education Flexibility Partnership Act of 1999_2180	31	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1
Education_Education Savings Accounts bill_2673	31	1	0	-1	-1	0	-1	-1	0	-1	1	-1	1	-1	1	1	1	0	-1	0	0	1	0	-1	0	-1	-1	0	1	1	-1	1	0	1	0	-1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	0	1	1	1	1	1	1	0	-1	0	1	-1	0	0	0	0	0	-1	-1	0	1	1	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
Education_Funding for Special Education Amendment_2801	31	1	0	1	1	0	1	1	0	1	-1	1	-1	1	-1	-1	-1	0	1	0	0	1	0	1	0	1	1	0	-1	-1	1	1	0	-1	0	-1	1	-1	-1	0	0	1	0	0	1	1	0	0	-1	1	-1	1	1	0	-1	0	1	0	-1	-1	0	0	0	0	0	1	1	0	-1	-1	-1	-1	0	-1	1	-1	-1	1	1	-1	-1	-1	1	-1	0	1	1	0	1	1	-1	-1	1	-1	0	0	1	1	-1	-1	-1
Executive Branch_Lawrence H. Summers for Secretary of the Treasury_3478	31	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	-1	1
Foreign Aid and Policy Issues_Kosovo Resolution_2201	31	1	0	1	1	0	1	1	0	1	-1	1	1	1	-1	-1	-1	1	1	0	0	1	0	1	0	1	1	0	-1	1	1	1	0	-1	0	1	-1	-1	-1	0	0	1	0	0	1	1	0	0	1	1	-1	1	1	-1	-1	0	1	0	-1	0	0	0	0	0	0	1	1	0	-1	-1	1	1	0	1	1	-1	1	1	1	-1	1	1	1	-1	0	1	-1	0	1	-1	-1	-1	-1	0	0	0	1	1	-1	-1	-1
Health Issues_Health Care Amendment_2808	31	-1	0	-1	-1	0	-1	-1	0	-1	1	-1	1	-1	1	1	1	0	-1	0	0	-1	0	-1	0	-1	-1	0	1	1	-1	-1	0	1	0	1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	-1	1	1	-1	-1	1	1	0	-1	0	1	-1	0	0	0	0	0	-1	-1	0	1	1	1	1	0	1	1	1	0	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
Health Issues_Outpatient Prescription Drugs Amendment_2793	31	-1	0	1	0	0	1	1	0	1	-1	1	-1	1	-1	-1	-1	0	1	0	0	1	0	1	0	1	1	0	-1	-1	1	1	0	-1	0	-1	1	-1	-1	0	0	1	0	0	1	1	0	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	1	0	0	0	0	0	1	1	0	-1	-1	-1	-1	0	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	0	1	-1	0	1	1	-1	-1	-1	-1	0	0	1	1	-1	-1	-1
Labor_Three Year Minimum Wage Increase Amendment_2644	31	1	0	-1	-1	0	-1	-1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	1	-1	-1	0	1	0	1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	0	1	1	-1	-1	1	1	0	-1	0	1	0	0	0	0	0	0	-1	-1	0	1	1	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
